"","X1","ID","R","N","sd1","sd2","signal"
"592",592,592,-0.337846524670139,300,4,2,1
"593",593,593,-0.337846524670139,300,4,3,1
"594",594,594,-0.337846524670139,300,4,4,1
"595",595,595,-0.337846524670139,300,4,5,1
"596",596,596,-0.337846524670139,300,5,1,1
"597",597,597,-0.337846524670139,300,5,2,1
"598",598,598,-0.337846524670139,300,5,3,1
"599",599,599,-0.337846524670139,300,5,4,1
"600",600,600,-0.337846524670139,300,5,5,1
"601",601,601,-0.399872799692543,300,1,1,1
"602",602,602,-0.399872799692543,300,1,2,1
"603",603,603,-0.399872799692543,300,1,3,1
"604",604,604,-0.399872799692543,300,1,4,1
"605",605,605,-0.399872799692543,300,1,5,1
"606",606,606,-0.399872799692543,300,2,1,1
"607",607,607,-0.399872799692543,300,2,2,1
"608",608,608,-0.399872799692543,300,2,3,1
"609",609,609,-0.399872799692543,300,2,4,1
"610",610,610,-0.399872799692543,300,2,5,1
"611",611,611,-0.399872799692543,300,3,1,1
"612",612,612,-0.399872799692543,300,3,2,1
"613",613,613,-0.399872799692543,300,3,3,1
"614",614,614,-0.399872799692543,300,3,4,1
"615",615,615,-0.399872799692543,300,3,5,1
"616",616,616,-0.399872799692543,300,4,1,1
"617",617,617,-0.399872799692543,300,4,2,1
"618",618,618,-0.399872799692543,300,4,3,1
"619",619,619,-0.399872799692543,300,4,4,1
"620",620,620,-0.399872799692543,300,4,5,1
"621",621,621,-0.399872799692543,300,5,1,1
"622",622,622,-0.399872799692543,300,5,2,1
"623",623,623,-0.399872799692543,300,5,3,1
"624",624,624,-0.399872799692543,300,5,4,1
"625",625,625,-0.399872799692543,300,5,5,1
"626",626,626,0.172783610301959,300,1,1,1
"627",627,627,0.172783610301959,300,1,2,1
"628",628,628,0.172783610301959,300,1,3,1
"629",629,629,0.172783610301959,300,1,4,1
"630",630,630,0.172783610301959,300,1,5,1
"631",631,631,0.172783610301959,300,2,1,1
"632",632,632,0.172783610301959,300,2,2,1
"633",633,633,0.172783610301959,300,2,3,1
"634",634,634,0.172783610301959,300,2,4,1
"635",635,635,0.172783610301959,300,2,5,1
"636",636,636,0.172783610301959,300,3,1,1
"637",637,637,0.172783610301959,300,3,2,1
"638",638,638,0.172783610301959,300,3,3,1
"639",639,639,0.172783610301959,300,3,4,1
"640",640,640,0.172783610301959,300,3,5,1
"641",641,641,0.172783610301959,300,4,1,1
"642",642,642,0.172783610301959,300,4,2,1
"643",643,643,0.172783610301959,300,4,3,1
"644",644,644,0.172783610301959,300,4,4,1
"645",645,645,0.172783610301959,300,4,5,1
"646",646,646,0.172783610301959,300,5,1,1
"647",647,647,0.172783610301959,300,5,2,1
"648",648,648,0.172783610301959,300,5,3,1
"649",649,649,0.172783610301959,300,5,4,1
"650",650,650,0.172783610301959,300,5,5,1
"651",651,651,0.90782028236126,300,1,1,1
"652",652,652,0.90782028236126,300,1,2,1
"653",653,653,0.90782028236126,300,1,3,1
"654",654,654,0.90782028236126,300,1,4,1
"655",655,655,0.90782028236126,300,1,5,1
"656",656,656,0.90782028236126,300,2,1,1
"657",657,657,0.90782028236126,300,2,2,1
"658",658,658,0.90782028236126,300,2,3,1
"659",659,659,0.90782028236126,300,2,4,1
"660",660,660,0.90782028236126,300,2,5,1
"661",661,661,0.90782028236126,300,3,1,1
"662",662,662,0.90782028236126,300,3,2,1
"663",663,663,0.90782028236126,300,3,3,1
"664",664,664,0.90782028236126,300,3,4,1
"665",665,665,0.90782028236126,300,3,5,1
"666",666,666,0.90782028236126,300,4,1,1
"667",667,667,0.90782028236126,300,4,2,1
"668",668,668,0.90782028236126,300,4,3,1
"669",669,669,0.90782028236126,300,4,4,1
"670",670,670,0.90782028236126,300,4,5,1
"671",671,671,0.90782028236126,300,5,1,1
"672",672,672,0.90782028236126,300,5,2,1
"673",673,673,0.90782028236126,300,5,3,1
"674",674,674,0.90782028236126,300,5,4,1
"675",675,675,0.90782028236126,300,5,5,1
"676",676,676,0.629531173045035,300,1,1,1
"677",677,677,0.629531173045035,300,1,2,1
"678",678,678,0.629531173045035,300,1,3,1
"679",679,679,0.629531173045035,300,1,4,1
"680",680,680,0.629531173045035,300,1,5,1
"681",681,681,0.629531173045035,300,2,1,1
"682",682,682,0.629531173045035,300,2,2,1
"683",683,683,0.629531173045035,300,2,3,1
"684",684,684,0.629531173045035,300,2,4,1
"685",685,685,0.629531173045035,300,2,5,1
"686",686,686,0.629531173045035,300,3,1,1
"687",687,687,0.629531173045035,300,3,2,1
"688",688,688,0.629531173045035,300,3,3,1
"689",689,689,0.629531173045035,300,3,4,1
"690",690,690,0.629531173045035,300,3,5,1
"691",691,691,0.629531173045035,300,4,1,1
"692",692,692,0.629531173045035,300,4,2,1
"693",693,693,0.629531173045035,300,4,3,1
"694",694,694,0.629531173045035,300,4,4,1
"695",695,695,0.629531173045035,300,4,5,1
"696",696,696,0.629531173045035,300,5,1,1
"697",697,697,0.629531173045035,300,5,2,1
"698",698,698,0.629531173045035,300,5,3,1
"699",699,699,0.629531173045035,300,5,4,1
"700",700,700,0.629531173045035,300,5,5,1
"701",701,701,0.672334711955905,300,1,1,1
"702",702,702,0.672334711955905,300,1,2,1
"703",703,703,0.672334711955905,300,1,3,1
"704",704,704,0.672334711955905,300,1,4,1
"705",705,705,0.672334711955905,300,1,5,1
"706",706,706,0.672334711955905,300,2,1,1
"707",707,707,0.672334711955905,300,2,2,1
"708",708,708,0.672334711955905,300,2,3,1
"709",709,709,0.672334711955905,300,2,4,1
"710",710,710,0.672334711955905,300,2,5,1
"711",711,711,0.672334711955905,300,3,1,1
"712",712,712,0.672334711955905,300,3,2,1
"713",713,713,0.672334711955905,300,3,3,1
"714",714,714,0.672334711955905,300,3,4,1
"715",715,715,0.672334711955905,300,3,5,1
"716",716,716,0.672334711955905,300,4,1,1
"717",717,717,0.672334711955905,300,4,2,1
"718",718,718,0.672334711955905,300,4,3,1
"719",719,719,0.672334711955905,300,4,4,1
"720",720,720,0.672334711955905,300,4,5,1
"721",721,721,0.672334711955905,300,5,1,1
"722",722,722,0.672334711955905,300,5,2,1
"723",723,723,0.672334711955905,300,5,3,1
"724",724,724,0.672334711955905,300,5,4,1
"725",725,725,0.672334711955905,300,5,5,1
"726",726,726,0.719159799309322,300,1,1,1
"727",727,727,0.719159799309322,300,1,2,1
"728",728,728,0.719159799309322,300,1,3,1
"729",729,729,0.719159799309322,300,1,4,1
"730",730,730,0.719159799309322,300,1,5,1
"731",731,731,0.719159799309322,300,2,1,1
"732",732,732,0.719159799309322,300,2,2,1
"733",733,733,0.719159799309322,300,2,3,1
"734",734,734,0.719159799309322,300,2,4,1
"735",735,735,0.719159799309322,300,2,5,1
"736",736,736,0.719159799309322,300,3,1,1
"737",737,737,0.719159799309322,300,3,2,1
"738",738,738,0.719159799309322,300,3,3,1
"739",739,739,0.719159799309322,300,3,4,1
"740",740,740,0.719159799309322,300,3,5,1
"741",741,741,0.719159799309322,300,4,1,1
"742",742,742,0.719159799309322,300,4,2,1
"743",743,743,0.719159799309322,300,4,3,1
"744",744,744,0.719159799309322,300,4,4,1
"745",745,745,0.719159799309322,300,4,5,1
"746",746,746,0.719159799309322,300,5,1,1
"747",747,747,0.719159799309322,300,5,2,1
"748",748,748,0.719159799309322,300,5,3,1
"749",749,749,0.719159799309322,300,5,4,1
"750",750,750,0.719159799309322,300,5,5,1
"751",751,751,-0.861893497275406,400,1,1,1
"752",752,752,-0.861893497275406,400,1,2,1
"753",753,753,-0.861893497275406,400,1,3,1
"754",754,754,-0.861893497275406,400,1,4,1
"755",755,755,-0.861893497275406,400,1,5,1
"756",756,756,-0.861893497275406,400,2,1,1
"757",757,757,-0.861893497275406,400,2,2,1
"758",758,758,-0.861893497275406,400,2,3,1
"759",759,759,-0.861893497275406,400,2,4,1
"760",760,760,-0.861893497275406,400,2,5,1
"761",761,761,-0.861893497275406,400,3,1,1
"762",762,762,-0.861893497275406,400,3,2,1
"763",763,763,-0.861893497275406,400,3,3,1
"764",764,764,-0.861893497275406,400,3,4,1
"765",765,765,-0.861893497275406,400,3,5,1
"766",766,766,-0.861893497275406,400,4,1,1
"767",767,767,-0.861893497275406,400,4,2,1
"768",768,768,-0.861893497275406,400,4,3,1
"769",769,769,-0.861893497275406,400,4,4,1
"770",770,770,-0.861893497275406,400,4,5,1
"771",771,771,-0.861893497275406,400,5,1,1
"772",772,772,-0.861893497275406,400,5,2,1
"773",773,773,-0.861893497275406,400,5,3,1
"774",774,774,-0.861893497275406,400,5,4,1
"775",775,775,-0.861893497275406,400,5,5,1
"776",776,776,-0.776602343085788,400,1,1,1
"777",777,777,-0.776602343085788,400,1,2,1
"778",778,778,-0.776602343085788,400,1,3,1
"779",779,779,-0.776602343085788,400,1,4,1
"780",780,780,-0.776602343085788,400,1,5,1
"781",781,781,-0.776602343085788,400,2,1,1
"782",782,782,-0.776602343085788,400,2,2,1
"783",783,783,-0.776602343085788,400,2,3,1
"784",784,784,-0.776602343085788,400,2,4,1
"785",785,785,-0.776602343085788,400,2,5,1
"786",786,786,-0.776602343085788,400,3,1,1
"787",787,787,-0.776602343085788,400,3,2,1
"788",788,788,-0.776602343085788,400,3,3,1
"789",789,789,-0.776602343085788,400,3,4,1
"790",790,790,-0.776602343085788,400,3,5,1
"791",791,791,-0.776602343085788,400,4,1,1
"792",792,792,-0.776602343085788,400,4,2,1
"793",793,793,-0.776602343085788,400,4,3,1
"794",794,794,-0.776602343085788,400,4,4,1
"795",795,795,-0.776602343085788,400,4,5,1
"796",796,796,-0.776602343085788,400,5,1,1
"797",797,797,-0.776602343085788,400,5,2,1
"798",798,798,-0.776602343085788,400,5,3,1
"799",799,799,-0.776602343085788,400,5,4,1
"800",800,800,-0.776602343085788,400,5,5,1
"801",801,801,-0.655479035115142,400,1,1,1
"802",802,802,-0.655479035115142,400,1,2,1
"803",803,803,-0.655479035115142,400,1,3,1
"804",804,804,-0.655479035115142,400,1,4,1
"805",805,805,-0.655479035115142,400,1,5,1
"806",806,806,-0.655479035115142,400,2,1,1
"807",807,807,-0.655479035115142,400,2,2,1
"808",808,808,-0.655479035115142,400,2,3,1
"809",809,809,-0.655479035115142,400,2,4,1
"810",810,810,-0.655479035115142,400,2,5,1
"811",811,811,-0.655479035115142,400,3,1,1
"812",812,812,-0.655479035115142,400,3,2,1
"813",813,813,-0.655479035115142,400,3,3,1
"814",814,814,-0.655479035115142,400,3,4,1
"815",815,815,-0.655479035115142,400,3,5,1
"816",816,816,-0.655479035115142,400,4,1,1
"817",817,817,-0.655479035115142,400,4,2,1
"818",818,818,-0.655479035115142,400,4,3,1
"819",819,819,-0.655479035115142,400,4,4,1
"820",820,820,-0.655479035115142,400,4,5,1
"821",821,821,-0.655479035115142,400,5,1,1
"822",822,822,-0.655479035115142,400,5,2,1
"823",823,823,-0.655479035115142,400,5,3,1
"824",824,824,-0.655479035115142,400,5,4,1
"825",825,825,-0.655479035115142,400,5,5,1
"826",826,826,-0.249599533354025,400,1,1,1
"827",827,827,-0.249599533354025,400,1,2,1
"828",828,828,-0.249599533354025,400,1,3,1
"829",829,829,-0.249599533354025,400,1,4,1
"830",830,830,-0.249599533354025,400,1,5,1
"831",831,831,-0.249599533354025,400,2,1,1
"832",832,832,-0.249599533354025,400,2,2,1
"833",833,833,-0.249599533354025,400,2,3,1
"834",834,834,-0.249599533354025,400,2,4,1
"835",835,835,-0.249599533354025,400,2,5,1
"836",836,836,-0.249599533354025,400,3,1,1
"837",837,837,-0.249599533354025,400,3,2,1
"838",838,838,-0.249599533354025,400,3,3,1
"839",839,839,-0.249599533354025,400,3,4,1
"840",840,840,-0.249599533354025,400,3,5,1
"841",841,841,-0.249599533354025,400,4,1,1
"842",842,842,-0.249599533354025,400,4,2,1
"843",843,843,-0.249599533354025,400,4,3,1
"844",844,844,-0.249599533354025,400,4,4,1
"845",845,845,-0.249599533354025,400,4,5,1
"846",846,846,-0.249599533354025,400,5,1,1
"847",847,847,-0.249599533354025,400,5,2,1
"848",848,848,-0.249599533354025,400,5,3,1
"849",849,849,-0.249599533354025,400,5,4,1
"850",850,850,-0.249599533354025,400,5,5,1
"851",851,851,-0.248408341920589,400,1,1,1
"852",852,852,-0.248408341920589,400,1,2,1
"853",853,853,-0.248408341920589,400,1,3,1
"854",854,854,-0.248408341920589,400,1,4,1
"855",855,855,-0.248408341920589,400,1,5,1
"856",856,856,-0.248408341920589,400,2,1,1
"857",857,857,-0.248408341920589,400,2,2,1
"858",858,858,-0.248408341920589,400,2,3,1
"859",859,859,-0.248408341920589,400,2,4,1
"860",860,860,-0.248408341920589,400,2,5,1
"861",861,861,-0.248408341920589,400,3,1,1
"862",862,862,-0.248408341920589,400,3,2,1
"863",863,863,-0.248408341920589,400,3,3,1
"864",864,864,-0.248408341920589,400,3,4,1
"865",865,865,-0.248408341920589,400,3,5,1
"866",866,866,-0.248408341920589,400,4,1,1
"867",867,867,-0.248408341920589,400,4,2,1
"868",868,868,-0.248408341920589,400,4,3,1
"869",869,869,-0.248408341920589,400,4,4,1
"870",870,870,-0.248408341920589,400,4,5,1
"871",871,871,-0.248408341920589,400,5,1,1
"872",872,872,-0.248408341920589,400,5,2,1
"873",873,873,-0.248408341920589,400,5,3,1
"874",874,874,-0.248408341920589,400,5,4,1
"875",875,875,-0.248408341920589,400,5,5,1
"876",876,876,0.595890142160223,400,1,1,1
"877",877,877,0.595890142160223,400,1,2,1
"878",878,878,0.595890142160223,400,1,3,1
"879",879,879,0.595890142160223,400,1,4,1
"880",880,880,0.595890142160223,400,1,5,1
"881",881,881,0.595890142160223,400,2,1,1
"882",882,882,0.595890142160223,400,2,2,1
"883",883,883,0.595890142160223,400,2,3,1
"884",884,884,0.595890142160223,400,2,4,1
"885",885,885,0.595890142160223,400,2,5,1
"886",886,886,0.595890142160223,400,3,1,1
"887",887,887,0.595890142160223,400,3,2,1
"888",888,888,0.595890142160223,400,3,3,1
"889",889,889,0.595890142160223,400,3,4,1
"890",890,890,0.595890142160223,400,3,5,1
"891",891,891,0.595890142160223,400,4,1,1
"892",892,892,0.595890142160223,400,4,2,1
"893",893,893,0.595890142160223,400,4,3,1
"894",894,894,0.595890142160223,400,4,4,1
"895",895,895,0.595890142160223,400,4,5,1
"896",896,896,0.595890142160223,400,5,1,1
"897",897,897,0.595890142160223,400,5,2,1
"898",898,898,0.595890142160223,400,5,3,1
"899",899,899,0.595890142160223,400,5,4,1
"900",900,900,0.595890142160223,400,5,5,1
"901",901,901,0.60230357829143,400,1,1,1
"902",902,902,0.60230357829143,400,1,2,1
"903",903,903,0.60230357829143,400,1,3,1
"904",904,904,0.60230357829143,400,1,4,1
"905",905,905,0.60230357829143,400,1,5,1
"906",906,906,0.60230357829143,400,2,1,1
"907",907,907,0.60230357829143,400,2,2,1
"908",908,908,0.60230357829143,400,2,3,1
"909",909,909,0.60230357829143,400,2,4,1
"910",910,910,0.60230357829143,400,2,5,1
"911",911,911,0.60230357829143,400,3,1,1
"912",912,912,0.60230357829143,400,3,2,1
"913",913,913,0.60230357829143,400,3,3,1
"914",914,914,0.60230357829143,400,3,4,1
"915",915,915,0.60230357829143,400,3,5,1
"916",916,916,0.60230357829143,400,4,1,1
"917",917,917,0.60230357829143,400,4,2,1
"918",918,918,0.60230357829143,400,4,3,1
"919",919,919,0.60230357829143,400,4,4,1
"920",920,920,0.60230357829143,400,4,5,1
"921",921,921,0.60230357829143,400,5,1,1
"922",922,922,0.60230357829143,400,5,2,1
"923",923,923,0.60230357829143,400,5,3,1
"924",924,924,0.60230357829143,400,5,4,1
"925",925,925,0.60230357829143,400,5,5,1
"926",926,926,0.897778611097679,400,1,1,1
"927",927,927,0.897778611097679,400,1,2,1
"928",928,928,0.897778611097679,400,1,3,1
"929",929,929,0.897778611097679,400,1,4,1
"930",930,930,0.897778611097679,400,1,5,1
"931",931,931,0.897778611097679,400,2,1,1
"932",932,932,0.897778611097679,400,2,2,1
"933",933,933,0.897778611097679,400,2,3,1
"934",934,934,0.897778611097679,400,2,4,1
"935",935,935,0.897778611097679,400,2,5,1
"936",936,936,0.897778611097679,400,3,1,1
"937",937,937,0.897778611097679,400,3,2,1
"938",938,938,0.897778611097679,400,3,3,1
"939",939,939,0.897778611097679,400,3,4,1
"940",940,940,0.897778611097679,400,3,5,1
"941",941,941,0.897778611097679,400,4,1,1
"942",942,942,0.897778611097679,400,4,2,1
"943",943,943,0.897778611097679,400,4,3,1
"944",944,944,0.897778611097679,400,4,4,1
"945",945,945,0.897778611097679,400,4,5,1
"946",946,946,0.897778611097679,400,5,1,1
"947",947,947,0.897778611097679,400,5,2,1
"948",948,948,0.897778611097679,400,5,3,1
"949",949,949,0.897778611097679,400,5,4,1
"950",950,950,0.897778611097679,400,5,5,1
"951",951,951,0.9603649375145,400,1,1,1
"952",952,952,0.9603649375145,400,1,2,1
"953",953,953,0.9603649375145,400,1,3,1
"954",954,954,0.9603649375145,400,1,4,1
"955",955,955,0.9603649375145,400,1,5,1
"956",956,956,0.9603649375145,400,2,1,1
"957",957,957,0.9603649375145,400,2,2,1
"958",958,958,0.9603649375145,400,2,3,1
"959",959,959,0.9603649375145,400,2,4,1
"960",960,960,0.9603649375145,400,2,5,1
"961",961,961,0.9603649375145,400,3,1,1
"962",962,962,0.9603649375145,400,3,2,1
"963",963,963,0.9603649375145,400,3,3,1
"964",964,964,0.9603649375145,400,3,4,1
"965",965,965,0.9603649375145,400,3,5,1
"966",966,966,0.9603649375145,400,4,1,1
"967",967,967,0.9603649375145,400,4,2,1
"968",968,968,0.9603649375145,400,4,3,1
"969",969,969,0.9603649375145,400,4,4,1
"970",970,970,0.9603649375145,400,4,5,1
"971",971,971,0.9603649375145,400,5,1,1
"972",972,972,0.9603649375145,400,5,2,1
"973",973,973,0.9603649375145,400,5,3,1
"974",974,974,0.9603649375145,400,5,4,1
"975",975,975,0.9603649375145,400,5,5,1
"976",976,976,0.356004172482596,400,1,1,1
"977",977,977,0.356004172482596,400,1,2,1
"978",978,978,0.356004172482596,400,1,3,1
"979",979,979,0.356004172482596,400,1,4,1
"980",980,980,0.356004172482596,400,1,5,1
"981",981,981,0.356004172482596,400,2,1,1
"982",982,982,0.356004172482596,400,2,2,1
"983",983,983,0.356004172482596,400,2,3,1
"984",984,984,0.356004172482596,400,2,4,1
"985",985,985,0.356004172482596,400,2,5,1
"986",986,986,0.356004172482596,400,3,1,1
"987",987,987,0.356004172482596,400,3,2,1
"988",988,988,0.356004172482596,400,3,3,1
"989",989,989,0.356004172482596,400,3,4,1
"990",990,990,0.356004172482596,400,3,5,1
"991",991,991,0.356004172482596,400,4,1,1
"992",992,992,0.356004172482596,400,4,2,1
"993",993,993,0.356004172482596,400,4,3,1
"994",994,994,0.356004172482596,400,4,4,1
"995",995,995,0.356004172482596,400,4,5,1
"996",996,996,0.356004172482596,400,5,1,1
"997",997,997,0.356004172482596,400,5,2,1
"998",998,998,0.356004172482596,400,5,3,1
"999",999,999,0.356004172482596,400,5,4,1
"1000",1000,1000,0.356004172482596,400,5,5,1
"1001",1001,1001,-0.672070445592291,500,1,1,1
"1002",1002,1002,-0.672070445592291,500,1,2,1
"1003",1003,1003,-0.672070445592291,500,1,3,1
"1004",1004,1004,-0.672070445592291,500,1,4,1
"1005",1005,1005,-0.672070445592291,500,1,5,1
"1006",1006,1006,-0.672070445592291,500,2,1,1
"1007",1007,1007,-0.672070445592291,500,2,2,1
"1008",1008,1008,-0.672070445592291,500,2,3,1
"1009",1009,1009,-0.672070445592291,500,2,4,1
"1010",1010,1010,-0.672070445592291,500,2,5,1
"1011",1011,1011,-0.672070445592291,500,3,1,1
"1012",1012,1012,-0.672070445592291,500,3,2,1
"1013",1013,1013,-0.672070445592291,500,3,3,1
"1014",1014,1014,-0.672070445592291,500,3,4,1
"1015",1015,1015,-0.672070445592291,500,3,5,1
"1016",1016,1016,-0.672070445592291,500,4,1,1
"1017",1017,1017,-0.672070445592291,500,4,2,1
"1018",1018,1018,-0.672070445592291,500,4,3,1
"1019",1019,1019,-0.672070445592291,500,4,4,1
"1020",1020,1020,-0.672070445592291,500,4,5,1
"1021",1021,1021,-0.672070445592291,500,5,1,1
"1022",1022,1022,-0.672070445592291,500,5,2,1
"1023",1023,1023,-0.672070445592291,500,5,3,1
"1024",1024,1024,-0.672070445592291,500,5,4,1
"1025",1025,1025,-0.672070445592291,500,5,5,1
"1026",1026,1026,-0.483676380305475,500,1,1,1
"1027",1027,1027,-0.483676380305475,500,1,2,1
"1028",1028,1028,-0.483676380305475,500,1,3,1
"1029",1029,1029,-0.483676380305475,500,1,4,1
"1030",1030,1030,-0.483676380305475,500,1,5,1
"1031",1031,1031,-0.483676380305475,500,2,1,1
"1032",1032,1032,-0.483676380305475,500,2,2,1
"1033",1033,1033,-0.483676380305475,500,2,3,1
"1034",1034,1034,-0.483676380305475,500,2,4,1
"1035",1035,1035,-0.483676380305475,500,2,5,1
"1036",1036,1036,-0.483676380305475,500,3,1,1
"1037",1037,1037,-0.483676380305475,500,3,2,1
"1038",1038,1038,-0.483676380305475,500,3,3,1
"1039",1039,1039,-0.483676380305475,500,3,4,1
"1040",1040,1040,-0.483676380305475,500,3,5,1
"1041",1041,1041,-0.483676380305475,500,4,1,1
"1042",1042,1042,-0.483676380305475,500,4,2,1
"1043",1043,1043,-0.483676380305475,500,4,3,1
"1044",1044,1044,-0.483676380305475,500,4,4,1
"1045",1045,1045,-0.483676380305475,500,4,5,1
"1046",1046,1046,-0.483676380305475,500,5,1,1
"1047",1047,1047,-0.483676380305475,500,5,2,1
"1048",1048,1048,-0.483676380305475,500,5,3,1
"1049",1049,1049,-0.483676380305475,500,5,4,1
"1050",1050,1050,-0.483676380305475,500,5,5,1
"1051",1051,1051,-0.340221376213203,500,1,1,1
"1052",1052,1052,-0.340221376213203,500,1,2,1
"1053",1053,1053,-0.340221376213203,500,1,3,1
"1054",1054,1054,-0.340221376213203,500,1,4,1
"1055",1055,1055,-0.340221376213203,500,1,5,1
"1056",1056,1056,-0.340221376213203,500,2,1,1
"1057",1057,1057,-0.340221376213203,500,2,2,1
"1058",1058,1058,-0.340221376213203,500,2,3,1
"1059",1059,1059,-0.340221376213203,500,2,4,1
"1060",1060,1060,-0.340221376213203,500,2,5,1
"1061",1061,1061,-0.340221376213203,500,3,1,1
"1062",1062,1062,-0.340221376213203,500,3,2,1
"1063",1063,1063,-0.340221376213203,500,3,3,1
"1064",1064,1064,-0.340221376213203,500,3,4,1
"1065",1065,1065,-0.340221376213203,500,3,5,1
"1066",1066,1066,-0.340221376213203,500,4,1,1
"1067",1067,1067,-0.340221376213203,500,4,2,1
"1068",1068,1068,-0.340221376213203,500,4,3,1
"1069",1069,1069,-0.340221376213203,500,4,4,1
"1070",1070,1070,-0.340221376213203,500,4,5,1
"1071",1071,1071,-0.340221376213203,500,5,1,1
"1072",1072,1072,-0.340221376213203,500,5,2,1
"1073",1073,1073,-0.340221376213203,500,5,3,1
"1074",1074,1074,-0.340221376213203,500,5,4,1
"1075",1075,1075,-0.340221376213203,500,5,5,1
"1076",1076,1076,-0.115668687698822,500,1,1,1
"1077",1077,1077,-0.115668687698822,500,1,2,1
"1078",1078,1078,-0.115668687698822,500,1,3,1
"1079",1079,1079,-0.115668687698822,500,1,4,1
"1080",1080,1080,-0.115668687698822,500,1,5,1
"1081",1081,1081,-0.115668687698822,500,2,1,1
"1082",1082,1082,-0.115668687698822,500,2,2,1
"1083",1083,1083,-0.115668687698822,500,2,3,1
"1084",1084,1084,-0.115668687698822,500,2,4,1
"1085",1085,1085,-0.115668687698822,500,2,5,1
"1086",1086,1086,-0.115668687698822,500,3,1,1
"1087",1087,1087,-0.115668687698822,500,3,2,1
"1088",1088,1088,-0.115668687698822,500,3,3,1
"1089",1089,1089,-0.115668687698822,500,3,4,1
"1090",1090,1090,-0.115668687698822,500,3,5,1
"1091",1091,1091,-0.115668687698822,500,4,1,1
"1092",1092,1092,-0.115668687698822,500,4,2,1
"1093",1093,1093,-0.115668687698822,500,4,3,1
"1094",1094,1094,-0.115668687698822,500,4,4,1
"1095",1095,1095,-0.115668687698822,500,4,5,1
"1096",1096,1096,-0.115668687698822,500,5,1,1
"1097",1097,1097,-0.115668687698822,500,5,2,1
"1098",1098,1098,-0.115668687698822,500,5,3,1
"1099",1099,1099,-0.115668687698822,500,5,4,1
"1100",1100,1100,-0.115668687698822,500,5,5,1
"1101",1101,1101,-0.485376309642085,500,1,1,1
"1102",1102,1102,-0.485376309642085,500,1,2,1
"1103",1103,1103,-0.485376309642085,500,1,3,1
"1104",1104,1104,-0.485376309642085,500,1,4,1
"1105",1105,1105,-0.485376309642085,500,1,5,1
"1106",1106,1106,-0.485376309642085,500,2,1,1
"1107",1107,1107,-0.485376309642085,500,2,2,1
"1108",1108,1108,-0.485376309642085,500,2,3,1
"1109",1109,1109,-0.485376309642085,500,2,4,1
"1110",1110,1110,-0.485376309642085,500,2,5,1
"1111",1111,1111,-0.485376309642085,500,3,1,1
"1112",1112,1112,-0.485376309642085,500,3,2,1
"1113",1113,1113,-0.485376309642085,500,3,3,1
"1114",1114,1114,-0.485376309642085,500,3,4,1
"1115",1115,1115,-0.485376309642085,500,3,5,1
"1116",1116,1116,-0.485376309642085,500,4,1,1
"1117",1117,1117,-0.485376309642085,500,4,2,1
"1118",1118,1118,-0.485376309642085,500,4,3,1
"1119",1119,1119,-0.485376309642085,500,4,4,1
"1120",1120,1120,-0.485376309642085,500,4,5,1
"1121",1121,1121,-0.485376309642085,500,5,1,1
"1122",1122,1122,-0.485376309642085,500,5,2,1
"1123",1123,1123,-0.485376309642085,500,5,3,1
"1124",1124,1124,-0.485376309642085,500,5,4,1
"1125",1125,1125,-0.485376309642085,500,5,5,1
"1126",1126,1126,0.676059864514391,500,1,1,1
"1127",1127,1127,0.676059864514391,500,1,2,1
"1128",1128,1128,0.676059864514391,500,1,3,1
"1129",1129,1129,0.676059864514391,500,1,4,1
"1130",1130,1130,0.676059864514391,500,1,5,1
"1131",1131,1131,0.676059864514391,500,2,1,1
"1132",1132,1132,0.676059864514391,500,2,2,1
"1133",1133,1133,0.676059864514391,500,2,3,1
"1134",1134,1134,0.676059864514391,500,2,4,1
"1135",1135,1135,0.676059864514391,500,2,5,1
"1136",1136,1136,0.676059864514391,500,3,1,1
"1137",1137,1137,0.676059864514391,500,3,2,1
"1138",1138,1138,0.676059864514391,500,3,3,1
"1139",1139,1139,0.676059864514391,500,3,4,1
"1140",1140,1140,0.676059864514391,500,3,5,1
"1141",1141,1141,0.676059864514391,500,4,1,1
"1142",1142,1142,0.676059864514391,500,4,2,1
"1143",1143,1143,0.676059864514391,500,4,3,1
"1144",1144,1144,0.676059864514391,500,4,4,1
"1145",1145,1145,0.676059864514391,500,4,5,1
"1146",1146,1146,0.676059864514391,500,5,1,1
"1147",1147,1147,0.676059864514391,500,5,2,1
"1148",1148,1148,0.676059864514391,500,5,3,1
"1149",1149,1149,0.676059864514391,500,5,4,1
"1150",1150,1150,0.676059864514391,500,5,5,1
"1151",1151,1151,0.765958479654736,500,1,1,1
"1152",1152,1152,0.765958479654736,500,1,2,1
"1153",1153,1153,0.765958479654736,500,1,3,1
"1154",1154,1154,0.765958479654736,500,1,4,1
"1155",1155,1155,0.765958479654736,500,1,5,1
"1156",1156,1156,0.765958479654736,500,2,1,1
"1157",1157,1157,0.765958479654736,500,2,2,1
"1158",1158,1158,0.765958479654736,500,2,3,1
"1159",1159,1159,0.765958479654736,500,2,4,1
"1160",1160,1160,0.765958479654736,500,2,5,1
"1161",1161,1161,0.765958479654736,500,3,1,1
"1162",1162,1162,0.765958479654736,500,3,2,1
"1163",1163,1163,0.765958479654736,500,3,3,1
"1164",1164,1164,0.765958479654736,500,3,4,1
