"","ID","N","AR","interest"
"1121",1121,200,0.5,1
"1122",1122,200,0,0
"1123",1123,300,0.5,1
"1124",1124,300,0,0
"1125",1125,400,0.5,1
"1126",1126,400,0,0
"1127",1127,500,0.5,1
"1128",1128,500,0,0
"1129",1129,100,0.75,1
"1130",1130,100,0,0
"1131",1131,150,0.75,1
"1132",1132,150,0,0
"1133",1133,200,0.75,1
"1134",1134,200,0,0
"1135",1135,300,0.75,1
"1136",1136,300,0,0
"1137",1137,400,0.75,1
"1138",1138,400,0,0
"1139",1139,500,0.75,1
"1140",1140,500,0,0
"1141",1141,100,0.9,1
"1142",1142,100,0,0
"1143",1143,150,0.9,1
"1144",1144,150,0,0
"1145",1145,200,0.9,1
"1146",1146,200,0,0
"1147",1147,300,0.9,1
"1148",1148,300,0,0
"1149",1149,400,0.9,1
"1150",1150,400,0,0
"1151",1151,500,0.9,1
"1152",1152,500,0,0
"1153",1153,100,-0.9,1
"1154",1154,100,0,0
"1155",1155,150,-0.9,1
"1156",1156,150,0,0
"1157",1157,200,-0.9,1
"1158",1158,200,0,0
"1159",1159,300,-0.9,1
"1160",1160,300,0,0
"1161",1161,400,-0.9,1
"1162",1162,400,0,0
"1163",1163,500,-0.9,1
"1164",1164,500,0,0
"1165",1165,100,-0.75,1
"1166",1166,100,0,0
"1167",1167,150,-0.75,1
"1168",1168,150,0,0
"1169",1169,200,-0.75,1
"1170",1170,200,0,0
"1171",1171,300,-0.75,1
"1172",1172,300,0,0
"1173",1173,400,-0.75,1
"1174",1174,400,0,0
"1175",1175,500,-0.75,1
"1176",1176,500,0,0
"1177",1177,100,-0.5,1
"1178",1178,100,0,0
"1179",1179,150,-0.5,1
"1180",1180,150,0,0
"1181",1181,200,-0.5,1
"1182",1182,200,0,0
"1183",1183,300,-0.5,1
"1184",1184,300,0,0
"1185",1185,400,-0.5,1
"1186",1186,400,0,0
"1187",1187,500,-0.5,1
"1188",1188,500,0,0
"1189",1189,100,0.5,1
"1190",1190,100,0,0
"1191",1191,150,0.5,1
"1192",1192,150,0,0
"1193",1193,200,0.5,1
"1194",1194,200,0,0
"1195",1195,300,0.5,1
"1196",1196,300,0,0
"1197",1197,400,0.5,1
"1198",1198,400,0,0
"1199",1199,500,0.5,1
"1200",1200,500,0,0
"1201",1201,100,0.75,1
"1202",1202,100,0,0
"1203",1203,150,0.75,1
"1204",1204,150,0,0
"1205",1205,200,0.75,1
"1206",1206,200,0,0
"1207",1207,300,0.75,1
"1208",1208,300,0,0
"1209",1209,400,0.75,1
"1210",1210,400,0,0
"1211",1211,500,0.75,1
"1212",1212,500,0,0
"1213",1213,100,0.9,1
"1214",1214,100,0,0
"1215",1215,150,0.9,1
"1216",1216,150,0,0
"1217",1217,200,0.9,1
"1218",1218,200,0,0
"1219",1219,300,0.9,1
"1220",1220,300,0,0
"1221",1221,400,0.9,1
"1222",1222,400,0,0
"1223",1223,500,0.9,1
"1224",1224,500,0,0
"1225",1225,100,-0.9,1
"1226",1226,100,0,0
"1227",1227,150,-0.9,1
"1228",1228,150,0,0
"1229",1229,200,-0.9,1
"1230",1230,200,0,0
"1231",1231,300,-0.9,1
"1232",1232,300,0,0
"1233",1233,400,-0.9,1
"1234",1234,400,0,0
"1235",1235,500,-0.9,1
"1236",1236,500,0,0
"1237",1237,100,-0.75,1
"1238",1238,100,0,0
"1239",1239,150,-0.75,1
"1240",1240,150,0,0
"1241",1241,200,-0.75,1
"1242",1242,200,0,0
"1243",1243,300,-0.75,1
"1244",1244,300,0,0
"1245",1245,400,-0.75,1
"1246",1246,400,0,0
"1247",1247,500,-0.75,1
"1248",1248,500,0,0
"1249",1249,100,-0.5,1
"1250",1250,100,0,0
"1251",1251,150,-0.5,1
"1252",1252,150,0,0
"1253",1253,200,-0.5,1
"1254",1254,200,0,0
"1255",1255,300,-0.5,1
"1256",1256,300,0,0
"1257",1257,400,-0.5,1
"1258",1258,400,0,0
"1259",1259,500,-0.5,1
"1260",1260,500,0,0
"1261",1261,100,0.5,1
"1262",1262,100,0,0
"1263",1263,150,0.5,1
"1264",1264,150,0,0
"1265",1265,200,0.5,1
"1266",1266,200,0,0
"1267",1267,300,0.5,1
"1268",1268,300,0,0
"1269",1269,400,0.5,1
"1270",1270,400,0,0
"1271",1271,500,0.5,1
"1272",1272,500,0,0
"1273",1273,100,0.75,1
"1274",1274,100,0,0
"1275",1275,150,0.75,1
"1276",1276,150,0,0
"1277",1277,200,0.75,1
"1278",1278,200,0,0
"1279",1279,300,0.75,1
"1280",1280,300,0,0
"1281",1281,400,0.75,1
"1282",1282,400,0,0
"1283",1283,500,0.75,1
"1284",1284,500,0,0
"1285",1285,100,0.9,1
"1286",1286,100,0,0
"1287",1287,150,0.9,1
"1288",1288,150,0,0
"1289",1289,200,0.9,1
"1290",1290,200,0,0
"1291",1291,300,0.9,1
"1292",1292,300,0,0
"1293",1293,400,0.9,1
"1294",1294,400,0,0
"1295",1295,500,0.9,1
"1296",1296,500,0,0
"1297",1297,100,-0.9,1
"1298",1298,100,0,0
"1299",1299,150,-0.9,1
"1300",1300,150,0,0
"1301",1301,200,-0.9,1
"1302",1302,200,0,0
"1303",1303,300,-0.9,1
"1304",1304,300,0,0
"1305",1305,400,-0.9,1
"1306",1306,400,0,0
"1307",1307,500,-0.9,1
"1308",1308,500,0,0
"1309",1309,100,-0.75,1
"1310",1310,100,0,0
"1311",1311,150,-0.75,1
"1312",1312,150,0,0
"1313",1313,200,-0.75,1
"1314",1314,200,0,0
"1315",1315,300,-0.75,1
"1316",1316,300,0,0
"1317",1317,400,-0.75,1
"1318",1318,400,0,0
"1319",1319,500,-0.75,1
"1320",1320,500,0,0
"1321",1321,100,-0.5,1
"1322",1322,100,0,0
"1323",1323,150,-0.5,1
"1324",1324,150,0,0
"1325",1325,200,-0.5,1
"1326",1326,200,0,0
"1327",1327,300,-0.5,1
"1328",1328,300,0,0
"1329",1329,400,-0.5,1
"1330",1330,400,0,0
"1331",1331,500,-0.5,1
"1332",1332,500,0,0
"1333",1333,100,0.5,1
"1334",1334,100,0,0
"1335",1335,150,0.5,1
"1336",1336,150,0,0
"1337",1337,200,0.5,1
"1338",1338,200,0,0
"1339",1339,300,0.5,1
"1340",1340,300,0,0
"1341",1341,400,0.5,1
"1342",1342,400,0,0
"1343",1343,500,0.5,1
"1344",1344,500,0,0
"1345",1345,100,0.75,1
"1346",1346,100,0,0
"1347",1347,150,0.75,1
"1348",1348,150,0,0
"1349",1349,200,0.75,1
"1350",1350,200,0,0
"1351",1351,300,0.75,1
"1352",1352,300,0,0
"1353",1353,400,0.75,1
"1354",1354,400,0,0
"1355",1355,500,0.75,1
"1356",1356,500,0,0
"1357",1357,100,0.9,1
"1358",1358,100,0,0
"1359",1359,150,0.9,1
"1360",1360,150,0,0
"1361",1361,200,0.9,1
"1362",1362,200,0,0
"1363",1363,300,0.9,1
"1364",1364,300,0,0
"1365",1365,400,0.9,1
"1366",1366,400,0,0
"1367",1367,500,0.9,1
"1368",1368,500,0,0
"1369",1369,100,-0.9,1
"1370",1370,100,0,0
"1371",1371,150,-0.9,1
"1372",1372,150,0,0
"1373",1373,200,-0.9,1
"1374",1374,200,0,0
"1375",1375,300,-0.9,1
"1376",1376,300,0,0
"1377",1377,400,-0.9,1
"1378",1378,400,0,0
"1379",1379,500,-0.9,1
"1380",1380,500,0,0
"1381",1381,100,-0.75,1
"1382",1382,100,0,0
"1383",1383,150,-0.75,1
"1384",1384,150,0,0
"1385",1385,200,-0.75,1
"1386",1386,200,0,0
"1387",1387,300,-0.75,1
"1388",1388,300,0,0
"1389",1389,400,-0.75,1
"1390",1390,400,0,0
"1391",1391,500,-0.75,1
"1392",1392,500,0,0
"1393",1393,100,-0.5,1
"1394",1394,100,0,0
"1395",1395,150,-0.5,1
"1396",1396,150,0,0
"1397",1397,200,-0.5,1
"1398",1398,200,0,0
"1399",1399,300,-0.5,1
"1400",1400,300,0,0
"1401",1401,400,-0.5,1
"1402",1402,400,0,0
"1403",1403,500,-0.5,1
"1404",1404,500,0,0
"1405",1405,100,0.5,1
"1406",1406,100,0,0
"1407",1407,150,0.5,1
"1408",1408,150,0,0
"1409",1409,200,0.5,1
"1410",1410,200,0,0
"1411",1411,300,0.5,1
"1412",1412,300,0,0
"1413",1413,400,0.5,1
"1414",1414,400,0,0
"1415",1415,500,0.5,1
"1416",1416,500,0,0
"1417",1417,100,0.75,1
"1418",1418,100,0,0
"1419",1419,150,0.75,1
"1420",1420,150,0,0
"1421",1421,200,0.75,1
"1422",1422,200,0,0
"1423",1423,300,0.75,1
"1424",1424,300,0,0
"1425",1425,400,0.75,1
"1426",1426,400,0,0
"1427",1427,500,0.75,1
"1428",1428,500,0,0
"1429",1429,100,0.9,1
"1430",1430,100,0,0
"1431",1431,150,0.9,1
"1432",1432,150,0,0
"1433",1433,200,0.9,1
"1434",1434,200,0,0
"1435",1435,300,0.9,1
"1436",1436,300,0,0
"1437",1437,400,0.9,1
"1438",1438,400,0,0
"1439",1439,500,0.9,1
"1440",1440,500,0,0
"1441",1441,100,-0.9,1
"1442",1442,100,0,0
"1443",1443,150,-0.9,1
"1444",1444,150,0,0
"1445",1445,200,-0.9,1
"1446",1446,200,0,0
"1447",1447,300,-0.9,1
"1448",1448,300,0,0
"1449",1449,400,-0.9,1
"1450",1450,400,0,0
"1451",1451,500,-0.9,1
"1452",1452,500,0,0
"1453",1453,100,-0.75,1
"1454",1454,100,0,0
"1455",1455,150,-0.75,1
"1456",1456,150,0,0
"1457",1457,200,-0.75,1
"1458",1458,200,0,0
"1459",1459,300,-0.75,1
"1460",1460,300,0,0
"1461",1461,400,-0.75,1
"1462",1462,400,0,0
"1463",1463,500,-0.75,1
"1464",1464,500,0,0
"1465",1465,100,-0.5,1
"1466",1466,100,0,0
"1467",1467,150,-0.5,1
"1468",1468,150,0,0
"1469",1469,200,-0.5,1
"1470",1470,200,0,0
"1471",1471,300,-0.5,1
"1472",1472,300,0,0
"1473",1473,400,-0.5,1
"1474",1474,400,0,0
"1475",1475,500,-0.5,1
"1476",1476,500,0,0
"1477",1477,100,0.5,1
"1478",1478,100,0,0
"1479",1479,150,0.5,1
"1480",1480,150,0,0
"1481",1481,200,0.5,1
"1482",1482,200,0,0
"1483",1483,300,0.5,1
"1484",1484,300,0,0
"1485",1485,400,0.5,1
"1486",1486,400,0,0
"1487",1487,500,0.5,1
"1488",1488,500,0,0
"1489",1489,100,0.75,1
"1490",1490,100,0,0
"1491",1491,150,0.75,1
"1492",1492,150,0,0
"1493",1493,200,0.75,1
"1494",1494,200,0,0
"1495",1495,300,0.75,1
"1496",1496,300,0,0
"1497",1497,400,0.75,1
"1498",1498,400,0,0
"1499",1499,500,0.75,1
"1500",1500,500,0,0
"1501",1501,100,0.9,1
"1502",1502,100,0,0
"1503",1503,150,0.9,1
"1504",1504,150,0,0
"1505",1505,200,0.9,1
"1506",1506,200,0,0
"1507",1507,300,0.9,1
"1508",1508,300,0,0
"1509",1509,400,0.9,1
"1510",1510,400,0,0
"1511",1511,500,0.9,1
"1512",1512,500,0,0
"1513",1513,100,-0.9,1
"1514",1514,100,0,0
"1515",1515,150,-0.9,1
"1516",1516,150,0,0
"1517",1517,200,-0.9,1
"1518",1518,200,0,0
"1519",1519,300,-0.9,1
"1520",1520,300,0,0
"1521",1521,400,-0.9,1
"1522",1522,400,0,0
"1523",1523,500,-0.9,1
"1524",1524,500,0,0
"1525",1525,100,-0.75,1
"1526",1526,100,0,0
"1527",1527,150,-0.75,1
"1528",1528,150,0,0
"1529",1529,200,-0.75,1
"1530",1530,200,0,0
"1531",1531,300,-0.75,1
"1532",1532,300,0,0
"1533",1533,400,-0.75,1
"1534",1534,400,0,0
"1535",1535,500,-0.75,1
"1536",1536,500,0,0
"1537",1537,100,-0.5,1
"1538",1538,100,0,0
"1539",1539,150,-0.5,1
"1540",1540,150,0,0
"1541",1541,200,-0.5,1
"1542",1542,200,0,0
"1543",1543,300,-0.5,1
"1544",1544,300,0,0
"1545",1545,400,-0.5,1
"1546",1546,400,0,0
"1547",1547,500,-0.5,1
"1548",1548,500,0,0
"1549",1549,100,0.5,1
"1550",1550,100,0,0
"1551",1551,150,0.5,1
"1552",1552,150,0,0
"1553",1553,200,0.5,1
"1554",1554,200,0,0
"1555",1555,300,0.5,1
"1556",1556,300,0,0
"1557",1557,400,0.5,1
"1558",1558,400,0,0
"1559",1559,500,0.5,1
"1560",1560,500,0,0
"1561",1561,100,0.75,1
"1562",1562,100,0,0
"1563",1563,150,0.75,1
"1564",1564,150,0,0
"1565",1565,200,0.75,1
"1566",1566,200,0,0
"1567",1567,300,0.75,1
"1568",1568,300,0,0
"1569",1569,400,0.75,1
"1570",1570,400,0,0
"1571",1571,500,0.75,1
"1572",1572,500,0,0
"1573",1573,100,0.9,1
"1574",1574,100,0,0
"1575",1575,150,0.9,1
"1576",1576,150,0,0
"1577",1577,200,0.9,1
"1578",1578,200,0,0
"1579",1579,300,0.9,1
"1580",1580,300,0,0
"1581",1581,400,0.9,1
"1582",1582,400,0,0
"1583",1583,500,0.9,1
"1584",1584,500,0,0
"1585",1585,100,-0.9,1
"1586",1586,100,0,0
"1587",1587,150,-0.9,1
"1588",1588,150,0,0
"1589",1589,200,-0.9,1
"1590",1590,200,0,0
"1591",1591,300,-0.9,1
"1592",1592,300,0,0
"1593",1593,400,-0.9,1
"1594",1594,400,0,0
"1595",1595,500,-0.9,1
"1596",1596,500,0,0
"1597",1597,100,-0.75,1
"1598",1598,100,0,0
"1599",1599,150,-0.75,1
"1600",1600,150,0,0
"1601",1601,200,-0.75,1
"1602",1602,200,0,0
"1603",1603,300,-0.75,1
"1604",1604,300,0,0
"1605",1605,400,-0.75,1
"1606",1606,400,0,0
"1607",1607,500,-0.75,1
"1608",1608,500,0,0
"1609",1609,100,-0.5,1
"1610",1610,100,0,0
"1611",1611,150,-0.5,1
"1612",1612,150,0,0
"1613",1613,200,-0.5,1
"1614",1614,200,0,0
"1615",1615,300,-0.5,1
"1616",1616,300,0,0
"1617",1617,400,-0.5,1
"1618",1618,400,0,0
"1619",1619,500,-0.5,1
"1620",1620,500,0,0
"1621",1621,100,0.5,1
"1622",1622,100,0,0
"1623",1623,150,0.5,1
"1624",1624,150,0,0
"1625",1625,200,0.5,1
"1626",1626,200,0,0
"1627",1627,300,0.5,1
"1628",1628,300,0,0
"1629",1629,400,0.5,1
"1630",1630,400,0,0
"1631",1631,500,0.5,1
"1632",1632,500,0,0
"1633",1633,100,0.75,1
"1634",1634,100,0,0
"1635",1635,150,0.75,1
"1636",1636,150,0,0
"1637",1637,200,0.75,1
"1638",1638,200,0,0
"1639",1639,300,0.75,1
"1640",1640,300,0,0
"1641",1641,400,0.75,1
"1642",1642,400,0,0
"1643",1643,500,0.75,1
"1644",1644,500,0,0
"1645",1645,100,0.9,1
"1646",1646,100,0,0
"1647",1647,150,0.9,1
"1648",1648,150,0,0
"1649",1649,200,0.9,1
"1650",1650,200,0,0
"1651",1651,300,0.9,1
"1652",1652,300,0,0
"1653",1653,400,0.9,1
"1654",1654,400,0,0
"1655",1655,500,0.9,1
"1656",1656,500,0,0
"1657",1657,100,-0.9,1
"1658",1658,100,0,0
"1659",1659,150,-0.9,1
"1660",1660,150,0,0
"1661",1661,200,-0.9,1
"1662",1662,200,0,0
"1663",1663,300,-0.9,1
"1664",1664,300,0,0
"1665",1665,400,-0.9,1
"1666",1666,400,0,0
"1667",1667,500,-0.9,1
"1668",1668,500,0,0
"1669",1669,100,-0.75,1
"1670",1670,100,0,0
"1671",1671,150,-0.75,1
"1672",1672,150,0,0
"1673",1673,200,-0.75,1
"1674",1674,200,0,0
"1675",1675,300,-0.75,1
"1676",1676,300,0,0
"1677",1677,400,-0.75,1
"1678",1678,400,0,0
"1679",1679,500,-0.75,1
"1680",1680,500,0,0
"1681",1681,100,-0.5,1
"1682",1682,100,0,0
"1683",1683,150,-0.5,1
"1684",1684,150,0,0
"1685",1685,200,-0.5,1
"1686",1686,200,0,0
"1687",1687,300,-0.5,1
"1688",1688,300,0,0
"1689",1689,400,-0.5,1
"1690",1690,400,0,0
"1691",1691,500,-0.5,1
"1692",1692,500,0,0
"1693",1693,100,0.5,1
"1694",1694,100,0,0
"1695",1695,150,0.5,1
"1696",1696,150,0,0
"1697",1697,200,0.5,1
"1698",1698,200,0,0
"1699",1699,300,0.5,1
"1700",1700,300,0,0
"1701",1701,400,0.5,1
"1702",1702,400,0,0
"1703",1703,500,0.5,1
"1704",1704,500,0,0
"1705",1705,100,0.75,1
"1706",1706,100,0,0
"1707",1707,150,0.75,1
"1708",1708,150,0,0
"1709",1709,200,0.75,1
"1710",1710,200,0,0
"1711",1711,300,0.75,1
"1712",1712,300,0,0
"1713",1713,400,0.75,1
"1714",1714,400,0,0
"1715",1715,500,0.75,1
"1716",1716,500,0,0
"1717",1717,100,0.9,1
"1718",1718,100,0,0
"1719",1719,150,0.9,1
"1720",1720,150,0,0
"1721",1721,200,0.9,1
"1722",1722,200,0,0
"1723",1723,300,0.9,1
"1724",1724,300,0,0
"1725",1725,400,0.9,1
"1726",1726,400,0,0
"1727",1727,500,0.9,1
"1728",1728,500,0,0
"1729",1729,100,-0.9,1
"1730",1730,100,0,0
"1731",1731,150,-0.9,1
"1732",1732,150,0,0
"1733",1733,200,-0.9,1
"1734",1734,200,0,0
"1735",1735,300,-0.9,1
"1736",1736,300,0,0
"1737",1737,400,-0.9,1
"1738",1738,400,0,0
"1739",1739,500,-0.9,1
"1740",1740,500,0,0
"1741",1741,100,-0.75,1
"1742",1742,100,0,0
"1743",1743,150,-0.75,1
"1744",1744,150,0,0
"1745",1745,200,-0.75,1
"1746",1746,200,0,0
"1747",1747,300,-0.75,1
"1748",1748,300,0,0
"1749",1749,400,-0.75,1
"1750",1750,400,0,0
"1751",1751,500,-0.75,1
"1752",1752,500,0,0
"1753",1753,100,-0.5,1
"1754",1754,100,0,0
"1755",1755,150,-0.5,1
"1756",1756,150,0,0
"1757",1757,200,-0.5,1
"1758",1758,200,0,0
"1759",1759,300,-0.5,1
"1760",1760,300,0,0
"1761",1761,400,-0.5,1
"1762",1762,400,0,0
"1763",1763,500,-0.5,1
"1764",1764,500,0,0
"1765",1765,100,0.5,1
"1766",1766,100,0,0
"1767",1767,150,0.5,1
"1768",1768,150,0,0
"1769",1769,200,0.5,1
"1770",1770,200,0,0
"1771",1771,300,0.5,1
"1772",1772,300,0,0
"1773",1773,400,0.5,1
"1774",1774,400,0,0
"1775",1775,500,0.5,1
"1776",1776,500,0,0
"1777",1777,100,0.75,1
"1778",1778,100,0,0
"1779",1779,150,0.75,1
"1780",1780,150,0,0
"1781",1781,200,0.75,1
"1782",1782,200,0,0
"1783",1783,300,0.75,1
"1784",1784,300,0,0
"1785",1785,400,0.75,1
"1786",1786,400,0,0
"1787",1787,500,0.75,1
"1788",1788,500,0,0
"1789",1789,100,0.9,1
"1790",1790,100,0,0
"1791",1791,150,0.9,1
"1792",1792,150,0,0
"1793",1793,200,0.9,1
"1794",1794,200,0,0
"1795",1795,300,0.9,1
"1796",1796,300,0,0
"1797",1797,400,0.9,1
"1798",1798,400,0,0
"1799",1799,500,0.9,1
"1800",1800,500,0,0
"1801",1801,100,-0.9,1
"1802",1802,100,0,0
"1803",1803,150,-0.9,1
"1804",1804,150,0,0
"1805",1805,200,-0.9,1
"1806",1806,200,0,0
"1807",1807,300,-0.9,1
"1808",1808,300,0,0
"1809",1809,400,-0.9,1
"1810",1810,400,0,0
"1811",1811,500,-0.9,1
"1812",1812,500,0,0
"1813",1813,100,-0.75,1
"1814",1814,100,0,0
"1815",1815,150,-0.75,1
"1816",1816,150,0,0
"1817",1817,200,-0.75,1
"1818",1818,200,0,0
"1819",1819,300,-0.75,1
"1820",1820,300,0,0
"1821",1821,400,-0.75,1
"1822",1822,400,0,0
"1823",1823,500,-0.75,1
"1824",1824,500,0,0
"1825",1825,100,-0.5,1
"1826",1826,100,0,0
"1827",1827,150,-0.5,1
"1828",1828,150,0,0
"1829",1829,200,-0.5,1
"1830",1830,200,0,0
"1831",1831,300,-0.5,1
"1832",1832,300,0,0
"1833",1833,400,-0.5,1
"1834",1834,400,0,0
"1835",1835,500,-0.5,1
"1836",1836,500,0,0
"1837",1837,100,0.5,1
"1838",1838,100,0,0
"1839",1839,150,0.5,1
"1840",1840,150,0,0
"1841",1841,200,0.5,1
"1842",1842,200,0,0
"1843",1843,300,0.5,1
"1844",1844,300,0,0
"1845",1845,400,0.5,1
"1846",1846,400,0,0
"1847",1847,500,0.5,1
"1848",1848,500,0,0
"1849",1849,100,0.75,1
"1850",1850,100,0,0
"1851",1851,150,0.75,1
"1852",1852,150,0,0
"1853",1853,200,0.75,1
"1854",1854,200,0,0
"1855",1855,300,0.75,1
"1856",1856,300,0,0
"1857",1857,400,0.75,1
"1858",1858,400,0,0
"1859",1859,500,0.75,1
"1860",1860,500,0,0
"1861",1861,100,0.9,1
"1862",1862,100,0,0
"1863",1863,150,0.9,1
"1864",1864,150,0,0
"1865",1865,200,0.9,1
"1866",1866,200,0,0
"1867",1867,300,0.9,1
"1868",1868,300,0,0
"1869",1869,400,0.9,1
"1870",1870,400,0,0
"1871",1871,500,0.9,1
"1872",1872,500,0,0
"1873",1873,100,-0.9,1
"1874",1874,100,0,0
"1875",1875,150,-0.9,1
"1876",1876,150,0,0
"1877",1877,200,-0.9,1
"1878",1878,200,0,0
"1879",1879,300,-0.9,1
"1880",1880,300,0,0
"1881",1881,400,-0.9,1
"1882",1882,400,0,0
"1883",1883,500,-0.9,1
"1884",1884,500,0,0
"1885",1885,100,-0.75,1
"1886",1886,100,0,0
"1887",1887,150,-0.75,1
"1888",1888,150,0,0
"1889",1889,200,-0.75,1
"1890",1890,200,0,0
"1891",1891,300,-0.75,1
"1892",1892,300,0,0
"1893",1893,400,-0.75,1
"1894",1894,400,0,0
"1895",1895,500,-0.75,1
"1896",1896,500,0,0
"1897",1897,100,-0.5,1
"1898",1898,100,0,0
"1899",1899,150,-0.5,1
"1900",1900,150,0,0
"1901",1901,200,-0.5,1
"1902",1902,200,0,0
"1903",1903,300,-0.5,1
"1904",1904,300,0,0
"1905",1905,400,-0.5,1
"1906",1906,400,0,0
"1907",1907,500,-0.5,1
"1908",1908,500,0,0
"1909",1909,100,0.5,1
"1910",1910,100,0,0
"1911",1911,150,0.5,1
"1912",1912,150,0,0
"1913",1913,200,0.5,1
"1914",1914,200,0,0
"1915",1915,300,0.5,1
"1916",1916,300,0,0
"1917",1917,400,0.5,1
"1918",1918,400,0,0
"1919",1919,500,0.5,1
"1920",1920,500,0,0
"1921",1921,100,0.75,1
"1922",1922,100,0,0
"1923",1923,150,0.75,1
"1924",1924,150,0,0
"1925",1925,200,0.75,1
"1926",1926,200,0,0
"1927",1927,300,0.75,1
"1928",1928,300,0,0
"1929",1929,400,0.75,1
"1930",1930,400,0,0
"1931",1931,500,0.75,1
"1932",1932,500,0,0
"1933",1933,100,0.9,1
"1934",1934,100,0,0
"1935",1935,150,0.9,1
"1936",1936,150,0,0
"1937",1937,200,0.9,1
"1938",1938,200,0,0
"1939",1939,300,0.9,1
"1940",1940,300,0,0
"1941",1941,400,0.9,1
"1942",1942,400,0,0
"1943",1943,500,0.9,1
"1944",1944,500,0,0
"1945",1945,100,-0.9,1
"1946",1946,100,0,0
"1947",1947,150,-0.9,1
"1948",1948,150,0,0
"1949",1949,200,-0.9,1
"1950",1950,200,0,0
"1951",1951,300,-0.9,1
"1952",1952,300,0,0
"1953",1953,400,-0.9,1
"1954",1954,400,0,0
"1955",1955,500,-0.9,1
"1956",1956,500,0,0
"1957",1957,100,-0.75,1
"1958",1958,100,0,0
"1959",1959,150,-0.75,1
"1960",1960,150,0,0
"1961",1961,200,-0.75,1
"1962",1962,200,0,0
"1963",1963,300,-0.75,1
"1964",1964,300,0,0
"1965",1965,400,-0.75,1
"1966",1966,400,0,0
"1967",1967,500,-0.75,1
"1968",1968,500,0,0
"1969",1969,100,-0.5,1
"1970",1970,100,0,0
"1971",1971,150,-0.5,1
"1972",1972,150,0,0
"1973",1973,200,-0.5,1
"1974",1974,200,0,0
"1975",1975,300,-0.5,1
"1976",1976,300,0,0
"1977",1977,400,-0.5,1
"1978",1978,400,0,0
"1979",1979,500,-0.5,1
"1980",1980,500,0,0
"1981",1981,100,0.5,1
"1982",1982,100,0,0
"1983",1983,150,0.5,1
"1984",1984,150,0,0
"1985",1985,200,0.5,1
"1986",1986,200,0,0
"1987",1987,300,0.5,1
"1988",1988,300,0,0
"1989",1989,400,0.5,1
"1990",1990,400,0,0
"1991",1991,500,0.5,1
"1992",1992,500,0,0
"1993",1993,100,0.75,1
"1994",1994,100,0,0
"1995",1995,150,0.75,1
"1996",1996,150,0,0
"1997",1997,200,0.75,1
"1998",1998,200,0,0
"1999",1999,300,0.75,1
"2000",2000,300,0,0
"2001",2001,400,0.75,1
"2002",2002,400,0,0
"2003",2003,500,0.75,1
"2004",2004,500,0,0
"2005",2005,100,0.9,1
"2006",2006,100,0,0
"2007",2007,150,0.9,1
"2008",2008,150,0,0
"2009",2009,200,0.9,1
"2010",2010,200,0,0
"2011",2011,300,0.9,1
"2012",2012,300,0,0
"2013",2013,400,0.9,1
"2014",2014,400,0,0
"2015",2015,500,0.9,1
"2016",2016,500,0,0
"2017",2017,100,-0.9,1
"2018",2018,100,0,0
"2019",2019,150,-0.9,1
"2020",2020,150,0,0
"2021",2021,200,-0.9,1
"2022",2022,200,0,0
"2023",2023,300,-0.9,1
"2024",2024,300,0,0
"2025",2025,400,-0.9,1
"2026",2026,400,0,0
"2027",2027,500,-0.9,1
"2028",2028,500,0,0
"2029",2029,100,-0.75,1
"2030",2030,100,0,0
"2031",2031,150,-0.75,1
"2032",2032,150,0,0
"2033",2033,200,-0.75,1
"2034",2034,200,0,0
"2035",2035,300,-0.75,1
"2036",2036,300,0,0
"2037",2037,400,-0.75,1
"2038",2038,400,0,0
"2039",2039,500,-0.75,1
"2040",2040,500,0,0
"2041",2041,100,-0.5,1
"2042",2042,100,0,0
"2043",2043,150,-0.5,1
"2044",2044,150,0,0
"2045",2045,200,-0.5,1
"2046",2046,200,0,0
"2047",2047,300,-0.5,1
"2048",2048,300,0,0
"2049",2049,400,-0.5,1
"2050",2050,400,0,0
"2051",2051,500,-0.5,1
"2052",2052,500,0,0
"2053",2053,100,0.5,1
"2054",2054,100,0,0
"2055",2055,150,0.5,1
"2056",2056,150,0,0
"2057",2057,200,0.5,1
"2058",2058,200,0,0
"2059",2059,300,0.5,1
"2060",2060,300,0,0
"2061",2061,400,0.5,1
"2062",2062,400,0,0
"2063",2063,500,0.5,1
"2064",2064,500,0,0
"2065",2065,100,0.75,1
"2066",2066,100,0,0
"2067",2067,150,0.75,1
"2068",2068,150,0,0
"2069",2069,200,0.75,1
"2070",2070,200,0,0
"2071",2071,300,0.75,1
"2072",2072,300,0,0
"2073",2073,400,0.75,1
"2074",2074,400,0,0
"2075",2075,500,0.75,1
"2076",2076,500,0,0
"2077",2077,100,0.9,1
"2078",2078,100,0,0
"2079",2079,150,0.9,1
"2080",2080,150,0,0
"2081",2081,200,0.9,1
"2082",2082,200,0,0
"2083",2083,300,0.9,1
"2084",2084,300,0,0
"2085",2085,400,0.9,1
"2086",2086,400,0,0
"2087",2087,500,0.9,1
"2088",2088,500,0,0
"2089",2089,100,-0.9,1
"2090",2090,100,0,0
"2091",2091,150,-0.9,1
"2092",2092,150,0,0
"2093",2093,200,-0.9,1
"2094",2094,200,0,0
"2095",2095,300,-0.9,1
"2096",2096,300,0,0
"2097",2097,400,-0.9,1
"2098",2098,400,0,0
"2099",2099,500,-0.9,1
"2100",2100,500,0,0
"2101",2101,100,-0.75,1
